Title,Company,Location,Experience,Studies-level,Domain,Requirements,Contract,Links,Date
enseignants d'informatique,groupe scolaire ABNAE AL FOURSANE,Casablanca,null,Pas important,RH/Personnel/Formation,"Nous sommes une école située à RAHMA à la recherche d'un professeur d'informatique.
Le profil recherché : un professeur compétent ayant un bac+, un bon niveau en français et une forte connaissance en outils informatiques.
Merci d'envoyer vos cv et de préférence les candidates soient habitées aux environs de Rahma dar bouazza",A discuter,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8806535/enseignants-dinformatique.html,14-09-2021
 consultant développeurs confirmé  langage Python,RH,Casablanca,null,Bac plus 5,Informatique - Développement Hardware,"Nous recutons un consultant développeurs confirmé en langage Python.
Mission 
 -Formateur en langage PYHTON 	
 -Participer a l'élaborations des supports de cours

PROFIL DU POSTE 
 vous êtes titulaire d un BAC+4 minimum, vous êtes programmeur expérimenté ,maitrisant parfaitement la programmation en python 
nous vous donnons la possibilité d'intégrer une équipe de jeune, dynamique et rompue aux nouvelles technologies.
la ,aitrise de certains outils du big data sera un atout.",A discuter,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8747174/consultant-dÃ©veloppeurs-confirmÃ©-langage-Python.html,14-09-2021
Développeur en informatique Expérimenté ,RIM TELECOM,Casablanca,null,Bac plus 3,Informatique - Développement,"Société de développement en informatique et système réseau cherche un technicien supérieur en développement et Programmation informatique expérimenté pour un poste stable
Compétences: Angular, Spring Boot , MySQL , Linux (PHP, HTML, CSS, JAVASCRIPT)",A discuter,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8763170/DÃ©veloppeur-en-informatique-ExpÃ©rimentÃ©.html,14-09-2021
Rédactrice WEB,ANONYME,Marrakech,null,Bac plus 3,Informatique - Webdesign/Infographie,"Bonjour,
Une société basée à Marrakech cherche une rédactrice WEB qui aura pour mission :

- Créer les contenus sur différents formats textuels (articles d'actualité/corporate, billets de blog, sondages, quizz, fiches produits, liens hypertextes, livres blancs, contenus sur les réseaux sociaux, etc.),
- Collaborer avec les équipes marketing et éditoriales .
- Produire des contenus qui serviront une stratégie marketing établie .
- Promouvoir des contenus publiés .
- Respecter la ligne éditorial et s'adapter aux pré-requis des différents canaux .

Profil recherché pour le poste de Rédactrice Web :
Issue d'une formation Bac+3 ou Bac +5 en Marketing , sans ou avec une expérience en Marketing .
A l'aise avec l'écriture
Esprit de synthèse/concision
Grande curiosité
Très bonne orthographe
Créativité
Sens du relationnel (interviews, ...)
Autonomie (notamment pour travail en free-lance)
Sens de l'organisation et de la hiérarchisation de l'information
Ouvert aux nouvelles technologies.",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8806244/RÃ©dactrice-WEB.html,14-09-2021
Développeur PHP / Prestashop  (H/F),S A,Casablanca,null,Bac plus 2,Informatique - Développement,"Nous recrutons un développeur WEB PHP / Prestashop sur Casablanca, ayant minimum un Bac+2 et 1 an d'expérience.Missions :Rattaché(e) au Chef de projet, vous êtes en charge des sites internet et la stratégie E-MARKETING de la société:Vous êtes garant du suivi de production et vous assurez :La conformité des ""création site web, référencement..etc"" La validation des maquettes et livrables;La réservation des noms de domaines La mise en productionLe suivi et respect des plannings",A discuter,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8806231/DÃ©veloppeur-PHP-Prestashop-(HF).html,14-09-2021
STAGE PRE-EMBAUCHE «En Maintenance Informatique »,MCIMAROC,Mohammedia,null,Bac plus 2,Informatique - Systèmes/Réseaux,"Société à MOHAMMEDA cherche un stagiaire Qui Habite A Mohammedia POUR UN STAGE PRE-EMBAUCHE en systèmes réseau et maintenance informatique,domaines de compétence obligatoire:- configuration et installation d’un réseau informatique, routeurs switchs,...- installation et configuration téléphonie ip grandstream, zycoo,...- installation et configuration des caméras de surveillance: dahua, hikvision,...- installation et configuration des pointeuses : zkteco, suprema,...- configuration des serveurs- administration des systèmes d’exploitation : windows, linux/unix- installation, câblage, configuration et maintenance informatiques: matériels et logiciels",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8806215/STAGE-PRE-EMBAUCHE-Â«En-Maintenance-Informatique-Â».html,14-09-2021
Référenceur web senior SEO SEA,ANONYME,Marrakech,null,Bac plus 3,Informatique - Webdesign/Infographie,"Bonjour,Une société basée à Marrakech cherche un référenceur web SEA SEO senior;Vous serez amené à gérer les tâches suivantes :Gestion du référencement d'un parc de sites Internet ;Optimiser et améliorer la visibilité et le référencement de nos sites Internet ;Optimisation des contenus et balises de nos sites ;Référencement naturel auprès de moteurs de recherches ;Définition et ajout de mots clés pertinents dans les pages existantes ;Recherche de partenariat pour l'échange de liens ;Soumissions dans des annuaires spécialisés et qualifiés ;Suivi et analyse de l'évolution du positionnement des sites internet (analyse de rapports, google analytics etc…) ;Profil recherché pour le poste : Passionné(e) d'Internet, vous êtes un enfant du web ;Vous possédez une culture générale du web et vous passionnez pour le SEO et SEA;Bonne connaissance du Web et de ses enjeux ;Très bonnes notions en référencement naturel ;Connaissance du fonctionnement technique d'un site Web (langages HTML / CSS / PHP) ;Connaissance de la structure des sites internet.Utilisation des réseaux sociaux (Facebook et Twitter) ;Capacité d'analyse et de synthèse ;Autonomie et rigueur ;Qualités rédactionnelles en français indispensables ;Sens de l'écoute et capacité à travailler en équipe ;",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8806203/RÃ©fÃ©renceur-web-senior-SEO-SEA.html,14-09-2021
Web designer senior développeur,ANONYME,Marrakech,null,Bac plus 3,Informatique - Webdesign/Infographie,"Bonjour,Une société basée à Marrakech cherche un web designer senior, Webdesigner (disponibilité immédiate), Intégrateur Web ou Web master expérimenté . De formation Bac+2 / Bac+3, ayant au moins 5 ans d'expérience sur des projets à valeur ajoutée et posséder un portfolio de réalisations similaires au poste demandé.La maîtrise des technologies suivantes est obligatoire : Excellente maîtrise des outils de graphisme sous les outils Adobe dont : Illustrator CC, Photoshop CC, In Design CC Excellente maîtrise des langages web dont : HTML5, CSS3 Excellente maîtrise des processus de découpage et d'intégration web Excellente maîtrise des plugins JavaScript : JQuery et Bootstrap 4 (autre langages seront un plus) Posséder des connaissances en CMS et avoir utilisé au moins 1 (Joomla, WordPress, Drupal) Un bon niveau en rédactionnel est exigé et serais un plus. Métier : Marketing, communication Secteur d´activité : Marketing, communication, médiasType de contrat : CDI Niveau d'expérience : Expérience entre 5 ans et 10 ans Niveau d'études : Bac+4Langues exigées : français › courant",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8806189/Web-designer-senior-dÃ©veloppeur.html,14-09-2021
Formateur de l’informatique :                     ,Centre de formation,Casablanca,null,Bac plus 3,Informatique - Systèmes d'Information,"Igi centre de formation situé à oulfa recherche un formateur de l’informatique permanent, avec une disponibilité immédiate et une expérience confirmée dans le domaine de la formation professionnelle et de préférence habitant à oulfa.",A discuter,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8806186/Formateur-de-lâinformatique.html,14-09-2021
COMMERCIAL TERRAIN Zone Casablanca,3Si,Casablanca,null,Pas important,Commercial professionnels (B2B),"3si, une société qui opère dans l’accompagnement des chefs des entreprises et les solutions numériques.
Nous cherchons des commerciaux terrain à Casablanca, qui seront en charge de la prospection et du développement d’un portefeuille clients, de la mise en œuvre de la proposition, la négociation des contrats jusqu’à leur finalisation.

Principales missions : 
•	Prospection de nouveaux clients à l’entreprise.
•	Représenter l’entreprise auprès des clients.
•	Effectuer la présentation des produits aux clients.
•	Établir un plan de prospection (déplacements physiques, téléphone...).
•	Adapter l’offre commerciale aux besoins exprimés par les prospects.
•	Fidéliser son portefeuille de clients en assurant le suivi et le bon déroulement de l’offre une fois la vente effectuée.
•	Convaincre les prospects que son offre recèle des avantages que ne possèdent pas les offres concurrentes et de montrer en quoi elle se distingue des autres. 
•	Coordonner avec les différentes équipes internes et externes.

Si vous pensez que le poste est fait pour vous, veuillez m’envoyer votre CV.",A discuter,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8806109/COMMERCIAL-TERRAIN-Zone-Casablanca.html,14-09-2021
stagiaire en devellopement informatique,afridata services,Casablanca,null,Bac plus 3,Informatique - Développement,"Nous sommes une société basée à oulfa-Casablanca, à la recherche d'un développeur pour un stage ayant une formation bac+2/3 en web, mobile et application .principales tâches :- analyses des projets demandes- conception de la base de donnée- coordonner le travail avec l'équipe- ayant un bon esprit d'autoformation",Stage,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8784055/stagiaire-en-devellopement-informatique.html,14-09-2021
Développeur (e) informatique,Structuration,Bouznika,null,Bac plus 2,Informatique - Développement,Nous recrutons pour notre groupe développeur (e) informatique (BAC+2) min contrat CDIsalaire : intéressant,CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8805603/DÃ©veloppeur-(e)-informatique.html,13-09-2021
Offre stage de pré-embauche développeur c#,EASY SOLUTIONS,Agadir,null,Bac plus 2,Informatique - Développement,"Fiche de poste développement informatique


La société Easy Solutions crée en 2005, basée à Ait Melloul, est un acteur majeur de la transformation digitale du secteur agricole. L’ERP EasySolutions, composé d’une suite de sept logiciels, répond aux besoins des acteurs agricoles les plus exigeants par sa richesse et ces différents modules métier.  

Nous sommes à la recherche d’un stagiaire en développement informatique (h/f), passionné, rigoureux, créatif, qu’il soit débutant ou expérimenté pour un stage de pré-embauche.
Il sera demandé au candidat principalement de contribuer aux développements de fonctionnalités sur C# et de maitriser les compétences suivantes : 

•	Maitrise des langages C#, VB.NET, SQL, ASP.NET. 
•	Connaissance des outils de développements Microsoft Visual Studio et le moteur de base de données Microsoft Sql Server.
•	Avoir une bonne connaissance de l’outil de reporting SAP Crystal report. 
•	Être passionné, faire de la recherche pour s’informer et se mettre à jour sur l’état de l’art des technologies de développement. 
•	Être à l’écoute et savoir travailler en équipe. 

Vous êtes motivé et passionné, le poste vous intéresse et vous répondez aux critères du profil, alors n'hésitez pas à nous communiquer vos cv.",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8805524/Offre-stage-de-prÃ©-embauche-dÃ©veloppeur-c.html,13-09-2021
Consultant full stack,GSW,Casablanca,null,Bac plus 5,Informatique - Développement,Nous sommes à la recherche d'un consultant Full Stack Spring Boot micro services reactJs .,A discuter,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8804962/Consultant-full-stack.html,13-09-2021
Chef de département données,Confidentiel,Rabat,null,Bac plus 5,Informatique - Systèmes/Réseaux,"-Ayant travaillé sur la gestion de patrimoine informationnelle.
-Ayant travaillé sur l' intégrité des données .",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8805372/Chef-de-dÃ©partement-donnÃ©es.html,13-09-2021
Infographiste Webdesigner à Marrakech,AZPG,Marrakech,null,Pas important,Informatique - Webdesign/Infographie,"Nous recrutons en stage de pré-embauche de 2 mois un graphiste webdesigner maitrisant les outils Adobe 
Photoshop, Illustrator 
la maitrise de Indesign,  Sketch et XD est un grand plus.
stage de 2 mois si validation contrat CDD d'un an puis CDI
Lieu : Abwab Marrakech Doha Massira Marrakech",Stage,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8805380/Infographiste-Webdesigner-Ã -Marrakech.html,13-09-2021
Offre stage en infographie,Proyak,Khouribga,null,Pas important,Informatique - Webdesign/Infographie,"Nous cherchons un stagiaire qui peut aussi travailler autant Freelancer , afin de rejoindre une équipe jeune et dynamique dans une agence de communication , pour apporter ses connaissances et les forger en matière de:

-Conception et réalisation des supports digitals ( Logos, plaquettes, brochures, maquettes de sites, campagnes marketing, emailing,…)

Profil
La personne doit avoir des connaissance en infographie, et une bonne manipulation de : (Adobe illustrator, Adobe photoshop, …)

Le poste est basé à tanger .",Stage,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8805483/Offre-stage-en-infographie.html,13-09-2021
développeurs php à Marrakech Massira ,stage pré-embauche,Marrakech,null,Pas important,Informatique - Développement,"nous recrutons un développeur php 7 
vous  maitrisez php / mysql / ajax 
la maitrise de Wordpress sera un plus 
stage pré-embauche de 2 mois suivi de CDD d'un an puis CDI si validation 
lieu : Abwab Marrakech Doha Massira Marrakech",Stage,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8805417/dÃ©veloppeurs-php-Ã -Marrakech-Massira.html,13-09-2021
CHEF DÉPARTEMENT RESPONSABLE SUPPORT,Label Vie,Rabat,null,Bac plus 5,Informatique - Systèmes/Réseaux,"Nous recrutons pour le compte de notre client Label Vie un chef de département responsable support avec 8 ans d'expérience ,ayant comme principales missions :
-Manager et animer un groupe de support technique.
-Définir des procédures pour mettre en place le processus d’assistance.
-Analyser la qualité de services rendus aux utilisateurs
-Définir des procédures pour mettre en place le processus d’assistance
-Coordonner des projets d’assistance
-Aider à identifier et analyser des incidents/dysfonctionnements décrits par des utilisateurs
-Optimiser les procédures d’assistance
-Collecter les informations permettant de faire évoluer l’environnement technologique ou les fonctionnalités logicielles.",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8805453/CHEF-DÃPARTEMENT-RESPONSABLE-SUPPORT.html,13-09-2021
Développeur Fullstack Java /Spring / Angular,UGP PARTENARIATS,Casablanca,null,Bac plus 5,Informatique - Développement,"Dans le cadre du renforcement de ses équipes, une société marocaine spécialisée dans le Développement des solutions informatiques dans le secteur Pharmaceutique recrute des « Développeurs Fullstack Java /Spring / Angular »
Profil : 
•	Diplômé Bac + 5, spécialisé en informatique avec expérience (min 2 ans).
Compétences requises :
•	Bon niveau en conception et maitrise de UML
•	Maîtrise du langage java et de la technologie JEE, Spring ... etc
•	Solides compétences en POO
•	Connaissance des web services
•	Maitrise conception BD, connaissance d'au moins un grand SGBD et Parfaite maitrise de SQL
•	Maitrise d'un outil de test
Compétences appréciées :
•	Connaissance en langages : Groovy,
•	Maîtrise du HTML5, CSS3, JavaScript, JQuery et Ajax
•	Maîtrise Responsive Web Design
•	Extrême rigueur et sens de l’organisation 
•	Sécurité des applications Web.
Autres Compétences : Très bonne communication, Organisation & Rigueur, Autonomie et Disponibilité",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8805479/DÃ©veloppeur-Fullstack-Java-Spring-Angular.html,13-09-2021
technicien en développement informatique,geo technologie et innovation,Fès,null,Bac plus 2,Informatique - Développement,"Spécilisée dans le domaine informatique
nous cherchons un technicien en développement informatique en urgence,ayant un bac + 2 minimum avec ou sans experience
envoyez vite vos CV",A discuter,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8805275/technicien-en-dÃ©veloppement-informatique.html,13-09-2021
RESPONSABLE TECHNICIEN(NE) HOTLINE,BENYTEC,Marrakech,null,Bac plus 4,Informatique - Développement,"Description du poste
BENNYTECH est un acteur majeur de la digitalisation des restaurants. Depuis 2016, nous équipons des milliers de restaurants grâce à nos solutions 360 : bornes de commandes, logiciels d’encaissements, Click&Collect, Data Analyse, etc. 
Afin de poursuivre notre croissance, nous recherchons un(e) Responsable technicien(ne) Hotline, vous aurez pour missions principales : 
- Manager l'activité support
- Faire évoluer votre équipe et son organisation
- Réaliser des rapports d'activité
- Intervenir en assistance aux utilisateurs 
- Traiter les demandes de support
- Préparation, installation et configuration du matériel informatique
- Suivi des comptes utilisateurs
- Assurer un soutien technique au service des opérationnels
- Adapter et mettre à jour la documentation utilisateur (procédure, manuel utilisateurs, ...)
Profil recherché
Actuellement étudiant(e) en formation de niveau Bac+3/Bac+5 en Informatique, vous disposez de connaissances de bases en IT et particulièrement en réseaux.
Connaissances exigées :
●	Mise en place d’équipements en réseau (switch, routeurs, etc.)
●	Connaissances en système d’exploitation (Windows, Ubuntu)
●	Connaissance en scripting BASH/BATCH
●	Rigoureux et organisé
●	Maitrise de la langue française 
●	Expériences en centre d’appel
Vous maîtrisez l’environnement poste de travail, vous avez le sens du relationnel et du service clients.
Informations utiles
• Localisation : Marrakech 
• Contrat : CDI • Fonction : Informatique - Systèmes/Réseaux
• Secteur : Restauration 

 est à pourvoir dès que possible.",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8805206/RESPONSABLE-TECHNICIEN(NE)-HOTLINE.html,13-09-2021
Technicien Informatique,Société Industrielle,Casablanca,null,Bac plus 2,Informatique - Systèmes/Réseaux,"Dans le cadre de renforcement de notre équipe technique, notre société est à la recherche d’un technicien en informatique bac +2, ayant une expérience dans le même domaine.

les personnes intéressées,merci de nous envoyer vos cv via maroc annonce",A discuter,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8749438/Technicien-Informatique.html,13-09-2021
Ingénieur Sécurité classification Data (RGPD),GSW,Casablanca,null,Bac plus 5,Informatique - Systèmes/Réseaux,Nous sommes à la recherche d'un profil ingénieur sécurité classification DATA RGPD dans les plus brefs délais (Maximum dans 1 mois),A discuter,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8804965/IngÃ©nieur-SÃ©curitÃ©-classification-Data-(RGPD).html,13-09-2021
Ingénieur SENIOR - Développement Informatique,sarl,Casablanca,null,Bac plus 5,Informatique - Développement,Nous cherchons des ingénieurs SENIOR pour développement informatique.Expérience : minimum 5 ans d'expérienceMerci d'envoyer votre CV et photo par e mail,CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8760750/IngÃ©nieur-SENIOR-DÃ©veloppement-Informatique.html,13-09-2021
Ingénieur - Développement Informatique,sarl,Casablanca,null,Bac plus 5,Informatique - Développement,Nous cherchons des ingénieurs JUNIOR en développement informatique.Expérience : minimum 1 annéeMerci d'envoyer votre CV avec photo par e mail,CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8760739/IngÃ©nieur-DÃ©veloppement-Informatique.html,13-09-2021
Chargé du Pôle TIC & Multimédia ,Confidentiel,Rabat,null,Bac plus 5,Informatique - Développement,"Nous recrutons pour le compte d'un établissement public sur Rabat un(e) Chargé du Pôle TIC & Multimédia avec un diplôme d'Ingénieur en informatique ou équivalent et une expérience de plus de10 ans dans un poste similaire <br>avoir les compétences suivantes :-	Connaissances techniques et fonctionnelles des métiers du développement, de l'exploitation et de l'administration des systèmes.<br>-	Vision et compréhension des technologies récentes (Internet, objets réutilisables, etc.).-	Maitrise des risques, normes et procédures (sécurité, qualité).<br>-	Connaissance des systèmes d'exploitation Windows et Linux.-	Connaissance des langages de programmation Web (HTML, MAL, PHP. etc.).<br>-	Connaissance d’un système de gestion de bases de données (SQL server, MySql).-	Connaissance de plateforme de formation à distance.<br>-	Maîtrise d’une méthode d'analyse informatique.-	Maîtriser des outils de gestion de projet.<br>-	Connaissance des techniques de production de contenus pédagogiques<br>",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8788895/ChargÃ©-du-PÃ´le-TIC-et-MultimÃ©dia.html,13-09-2021
Ingénieur Réseau Sécurité Nokia/Huawei,Smart HR,Temara,null,Bac plus 5,Informatique - Systèmes/Réseaux,"SS2i recherche des ingénieurs Réseau Sécurité 
Mots clés : Routeur Nokia/Huawei, PE, collecte access fixe, BNG (Broadband Network Gateway) MPLS, VPLS, PPP, BGP, L2VPN, ISIS, Multicast",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8804826/IngÃ©nieur-RÃ©seau-SÃ©curitÃ©-NokiaHuawei.html,13-09-2021
Développement Windev,DVH,Casablanca,null,Pas important,Informatique - Développement,"Société cherches des développeurs maitrisant les produits
windev, webdev, windev mobile
Prestashop, sql server",A discuter,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8804544/DÃ©veloppement-Windev.html,13-09-2021
Cherche Formateur d'Informatique,Centre de Formation,Casablanca,null,Bac plus 4,Informatique - Systèmes/Réseaux,"Nous sommes à la recherche des formateurs de réseau informatique, télécommunication, et développementqualités pédagogiques, sens de l'organisation et la rigueur sont les éléments indispensables.vous pouvez :• concevoir, préparer et animer l'action de formation ? partir d'un référentiel et de supports• accompagner les stagiaires dans l'apprentissage, des réseaux et des télécommunications• évaluer les acquis des stagiaires en formation Expérience exigé?, prière d'envoyer vos CV",CDD,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8804780/Cherche-Formateur-dInformatique.html,13-09-2021
Stagiaire technicien en informatique à Bouznika,Confidentiel,Bouznika,null,Bac plus 2,Informatique - Systèmes/Réseaux,"Nous sommes à la cherche d’un technicien en Systèmes et Réseaux Informatique pour un stage pré-embauche :<br>Missions : <br>• Assurer un support technique auprès des utilisateurs• Assurer la gestion du parc informatique de l’entreprise <br>• Diagnostiquer et résoudre les problèmes sur les postes de travail• Suivre et organiser le suivi des pannes et des interventions auprès des utilisateurs Au niveau de la maintenance <br>• Suivre et faire évoluer les systèmes d’exploitation• Participer au câblage du réseau <br>• Diagnostiquer et résoudre les problèmes du réseau informatique.<br>Profil recherché :• Le candidat doit avoir un DUT, un bac +2 ou plus 3, spécialité : informatique ou réseau informatique. <br>• Une première expérience dans des stages est souhaitable.Compétences requises :<br>• Connaissances des architectures réseaux (LAN, WAN, VLAN, WIFI …) ;• Connaissances des systèmes d’exploitation Windows, Linux ; <br>• Bonne maîtrise des outils informatiques ;• Bon niveau en Français ;<br>• Esprit d’équipe et bon sens relationnel<br>Stage basé à Bouznika.<br>Si vous êtes intéressé merci de nous faire parvenir vos CVs.<br>Bon courage.",Stage,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8802107/Stagiaire-technicien-en-informatique-Ã -Bouznika.html,13-09-2021
Développeur.NET Débutant,NT CONSULTING,Casablanca,null,Bac plus 5,Informatique - Développement,"Nous recrutons un #Développeur.NET débutant pour rejoindre notre équipe IT sur #Casablanca,#Profil:- De formation Bac+5 ingénieur informatique-Bonne maîtrise de langage de programmation .NET- Maîtrise du Français ( Oral/écrit) ,Merci de nous faire parvenir vos candidatures en mentionnant comme objet ""D-NET""",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8788891/DÃ©veloppeurNET-DÃ©butant.html,13-09-2021
Développeur.NET / Core,NT CONSULTING,Casablanca,null,Bac plus 5,Informatique - Développement,"Bonjour,Nous recrutons un #Développeur.NET/.NET Core pour rejoindre notre équipe IT sur Casablanca,#CompétencesTechniques :- .Net Framework / Core / C# (*)- jQuery / Bootstrap- SQL (*)- SQLite- Transact-SQL (*)- Visual Studio 17/19 (*)- Azure DevOps / Git (*)- Swagger(*)- Javascript/CSS/HTML- Web API / REST (*)- NUnit / MSTest / XUnit- PostMan (*)- SonarQube- Intégration / Déploiement continu(*)(*) Obligatoire#Profil:- De formation Bac+5 avec 2 à 3 ans d'expériences dans un poste similaire ,- Maîtrise du Français ( Oral/écrit) ,Merci de nous faire parvenir vos candidatures àen mentionnant comme objet ""D-NET""",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8766270/DÃ©veloppeurNET-Core.html,13-09-2021
leader developer,NT CONSULTING,Casablanca,null,Bac plus 5,Informatique - Développement,"Bonjour cher réseau,<br><br>Nous recrutons pour notre client , un #Lead_developer<br><br>#Profil:<br>- De formation Bac+5 avec plus de 7 ans d'expériences dans un poste similaire ,<br>- Maîtrise du Français ( Oral/écrit) ,<br>- Vous disposez d'excellentes qualités relationnelles, avec l'esprit d'équipe et le sens du service.<br>-Manager son équipe : accompagner les développeurs, résoudre les problèmes, les faire monter en compétences<br>- Etre le référent en matière de code, mettre en place de bonnes pratiques, et vérifier les actions menées par son équipe<br><br><br>#CompétencesTechniques :<br>.Net Framework / Core / C# <br>- jQuery / Bootstrap<br>- SQL<br>- Transact-SQL <br>- Visual Studio 17/19 <br>- Azure DevOps / Git <br>- Javascript/CSS/HTML<br>- Web API / REST <br>- PostMan<br>- Intégration / Déploiement continu<br><br><br>Merci de nous faire parvenir vos candidatures à<br>en mentionnant comme objet ""Lead developer""",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8767772/leader-developer.html,13-09-2021
Développeur PHP Full Stack,NT CONSULTING,Fès,null,Bac plus 5,Informatique - Développement,"Bonjour cher réseau,Nous recrutons pour notre client basé sur #Fès, opérant dans le secteur automobile,Un #Développeur_PHP_Full_Stack_Sénior#Profil:- Diplômé Bac+5, spécialisé en informatique avec minimum #3ans d'expérience sur les technologies #PHP.#Missions:-Conception et mise en place de l’architecture des applications-Développement des fonctionnalités-Maintenance et Evolution d’applications web basées sur #PHP-Montage et intégration de maquettes en utilisant les langages de développement appropriés-Optimisation des performances-La rédaction des scenarios de tests et de la documentation technique #Compétences_requises:- Solides compétences en PHP (5 et +) , HTML5 / CSS3, Responsive Design, JavaScript / JQuery- Bonne connaissance en Framework, tel que : Zend, Symfony…- Connaissance des méthodologies de gestion de projet, spécialement la méthode Agile- Bonne communication en Français, et Anglais Technique#Compétences_appréciées :- Bonne connaissance du framework Zend1- Connaissance en d’autres langages de développement : Symfony2+, Angular 4+,Java …- Sécurité des applications Web (Injection SQL, connexions certifiées…) Merci d'envoyer vos candidatures, en mentionnant comme objet : Développeur PHPBon courage !",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8763600/DÃ©veloppeur-PHP-Full-Stack.html,13-09-2021
Consultant technico-fonctionnel SAP ABAP - Casabla,Multinationale Française,Casablanca,null,Bac plus 5,Informatique - Développement,"Poste :Dans le cadre du renforcement de l'équipe Développement, nous recrutons un Consultant technico-fonctionnel SAP ABAP dont les principales missions s'articulent autour des axes suivants:- Réaliser les développements sur SAP ECC en ABAP- Participer à la rédaction des spécifications fonctionnelles et techniques- Veiller à la mise à jour et à l'application des bonnes pratiques- Participer aux phases d'étude, d'arbitrage et de de conception- Assurer la maintenance applicative corrective- Participer aux chantiers transverses de veille technologique et aux études de faisabilité (POC).Profil recherché :Formation d'ingénieur d'état en informatique (BAC+5), avec plus de 3 ans d'expérience sur le développement SAP ABAP.Bonne connaissance de l'ABAP Orienté Objet.La maîtrise fonctionnelle des modules suivants est un plus: PS, CO, FI, MM, SD, WorkflowExcellente communication en français à l'écrit comme à l'oralAutonomieCuriosité, proactivité, force de propositionMéthodique / OrganiséRigueur, souci de la qualitéBonnes capacité d’analyse et de rédactionSens du serviceBon relationnelExpérience en mode offshore",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8804482/Consultant-technico-fonctionnel-SAP-ABAP-Casabla.html,13-09-2021
Consultant Sage,LARMO CMF,Casablanca,null,Bac plus 3,Informatique - Développement,"Bonjour, Dans le cadre d'une mission pour un client, nous recrutons un consultant SAGE X3 pour l'assistance technique au niveau de l'installation et mise en oeuvre du système.",CDD,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8804436/Consultant-Sage.html,13-09-2021
