Title,Company,Location,Experience,Studies-level,Domain,Requirements,Contract,Links,Date
Formateur de l’informatique :                     ,Centre de formation,Casablanca,null,Bac plus 3,Informatique - Systèmes d'Information,"Igi centre de formation situé à oulfa recherche un formateur de l’informatique permanent, avec une disponibilité immédiate et une expérience confirmée dans le domaine de la formation professionnelle et de préférence habitant à oulfa.",A discuter,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8806186/Formateur-de-lâinformatique.html,14-09-2021
COMMERCIAL TERRAIN Zone Casablanca,3Si,Casablanca,null,Pas important,Commercial professionnels (B2B),"3si, une société qui opère dans l’accompagnement des chefs des entreprises et les solutions numériques.
Nous cherchons des commerciaux terrain à Casablanca, qui seront en charge de la prospection et du développement d’un portefeuille clients, de la mise en œuvre de la proposition, la négociation des contrats jusqu’à leur finalisation.

Principales missions : 
•	Prospection de nouveaux clients à l’entreprise.
•	Représenter l’entreprise auprès des clients.
•	Effectuer la présentation des produits aux clients.
•	Établir un plan de prospection (déplacements physiques, téléphone...).
•	Adapter l’offre commerciale aux besoins exprimés par les prospects.
•	Fidéliser son portefeuille de clients en assurant le suivi et le bon déroulement de l’offre une fois la vente effectuée.
•	Convaincre les prospects que son offre recèle des avantages que ne possèdent pas les offres concurrentes et de montrer en quoi elle se distingue des autres. 
•	Coordonner avec les différentes équipes internes et externes.

Si vous pensez que le poste est fait pour vous, veuillez m’envoyer votre CV.",A discuter,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8806109/COMMERCIAL-TERRAIN-Zone-Casablanca.html,14-09-2021
stagiaire en devellopement informatique,afridata services,Casablanca,null,Bac plus 3,Informatique - Développement,"Nous sommes une société basée à oulfa-Casablanca, à la recherche d'un développeur pour un stage ayant une formation bac+2/3 en web, mobile et application .principales tâches :- analyses des projets demandes- conception de la base de donnée- coordonner le travail avec l'équipe- ayant un bon esprit d'autoformation",Stage,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8784055/stagiaire-en-devellopement-informatique.html,14-09-2021
Développeur (e) informatique,Structuration,Bouznika,null,Bac plus 2,Informatique - Développement,Nous recrutons pour notre groupe développeur (e) informatique (BAC+2) min contrat CDIsalaire : intéressant,CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8805603/DÃ©veloppeur-(e)-informatique.html,13-09-2021
Offre stage de pré-embauche développeur c#,EASY SOLUTIONS,Agadir,null,Bac plus 2,Informatique - Développement,"Fiche de poste développement informatique


La société Easy Solutions crée en 2005, basée à Ait Melloul, est un acteur majeur de la transformation digitale du secteur agricole. L’ERP EasySolutions, composé d’une suite de sept logiciels, répond aux besoins des acteurs agricoles les plus exigeants par sa richesse et ces différents modules métier.  

Nous sommes à la recherche d’un stagiaire en développement informatique (h/f), passionné, rigoureux, créatif, qu’il soit débutant ou expérimenté pour un stage de pré-embauche.
Il sera demandé au candidat principalement de contribuer aux développements de fonctionnalités sur C# et de maitriser les compétences suivantes : 

•	Maitrise des langages C#, VB.NET, SQL, ASP.NET. 
•	Connaissance des outils de développements Microsoft Visual Studio et le moteur de base de données Microsoft Sql Server.
•	Avoir une bonne connaissance de l’outil de reporting SAP Crystal report. 
•	Être passionné, faire de la recherche pour s’informer et se mettre à jour sur l’état de l’art des technologies de développement. 
•	Être à l’écoute et savoir travailler en équipe. 

Vous êtes motivé et passionné, le poste vous intéresse et vous répondez aux critères du profil, alors n'hésitez pas à nous communiquer vos cv.",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8805524/Offre-stage-de-prÃ©-embauche-dÃ©veloppeur-c.html,13-09-2021
Consultant full stack,GSW,Casablanca,null,Bac plus 5,Informatique - Développement,Nous sommes à la recherche d'un consultant Full Stack Spring Boot micro services reactJs .,A discuter,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8804962/Consultant-full-stack.html,13-09-2021
Chef de département données,Confidentiel,Rabat,null,Bac plus 5,Informatique - Systèmes/Réseaux,"-Ayant travaillé sur la gestion de patrimoine informationnelle.
-Ayant travaillé sur l' intégrité des données .",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8805372/Chef-de-dÃ©partement-donnÃ©es.html,13-09-2021
Infographiste Webdesigner à Marrakech,AZPG,Marrakech,null,Pas important,Informatique - Webdesign/Infographie,"Nous recrutons en stage de pré-embauche de 2 mois un graphiste webdesigner maitrisant les outils Adobe 
Photoshop, Illustrator 
la maitrise de Indesign,  Sketch et XD est un grand plus.
stage de 2 mois si validation contrat CDD d'un an puis CDI
Lieu : Abwab Marrakech Doha Massira Marrakech",Stage,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8805380/Infographiste-Webdesigner-Ã -Marrakech.html,13-09-2021
Offre stage en infographie,Proyak,Khouribga,null,Pas important,Informatique - Webdesign/Infographie,"Nous cherchons un stagiaire qui peut aussi travailler autant Freelancer , afin de rejoindre une équipe jeune et dynamique dans une agence de communication , pour apporter ses connaissances et les forger en matière de:

-Conception et réalisation des supports digitals ( Logos, plaquettes, brochures, maquettes de sites, campagnes marketing, emailing,…)

Profil
La personne doit avoir des connaissance en infographie, et une bonne manipulation de : (Adobe illustrator, Adobe photoshop, …)

Le poste est basé à tanger .",Stage,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8805483/Offre-stage-en-infographie.html,13-09-2021
développeurs php à Marrakech Massira ,stage pré-embauche,Marrakech,null,Pas important,Informatique - Développement,"nous recrutons un développeur php 7 
vous  maitrisez php / mysql / ajax 
la maitrise de Wordpress sera un plus 
stage pré-embauche de 2 mois suivi de CDD d'un an puis CDI si validation 
lieu : Abwab Marrakech Doha Massira Marrakech",Stage,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8805417/dÃ©veloppeurs-php-Ã -Marrakech-Massira.html,13-09-2021
CHEF DÉPARTEMENT RESPONSABLE SUPPORT,Label Vie,Rabat,null,Bac plus 5,Informatique - Systèmes/Réseaux,"Nous recrutons pour le compte de notre client Label Vie un chef de département responsable support avec 8 ans d'expérience ,ayant comme principales missions :
-Manager et animer un groupe de support technique.
-Définir des procédures pour mettre en place le processus d’assistance.
-Analyser la qualité de services rendus aux utilisateurs
-Définir des procédures pour mettre en place le processus d’assistance
-Coordonner des projets d’assistance
-Aider à identifier et analyser des incidents/dysfonctionnements décrits par des utilisateurs
-Optimiser les procédures d’assistance
-Collecter les informations permettant de faire évoluer l’environnement technologique ou les fonctionnalités logicielles.",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8805453/CHEF-DÃPARTEMENT-RESPONSABLE-SUPPORT.html,13-09-2021
Développeur Fullstack Java /Spring / Angular,UGP PARTENARIATS,Casablanca,null,Bac plus 5,Informatique - Développement,"Dans le cadre du renforcement de ses équipes, une société marocaine spécialisée dans le Développement des solutions informatiques dans le secteur Pharmaceutique recrute des « Développeurs Fullstack Java /Spring / Angular »
Profil : 
•	Diplômé Bac + 5, spécialisé en informatique avec expérience (min 2 ans).
Compétences requises :
•	Bon niveau en conception et maitrise de UML
•	Maîtrise du langage java et de la technologie JEE, Spring ... etc
•	Solides compétences en POO
•	Connaissance des web services
•	Maitrise conception BD, connaissance d'au moins un grand SGBD et Parfaite maitrise de SQL
•	Maitrise d'un outil de test
Compétences appréciées :
•	Connaissance en langages : Groovy,
•	Maîtrise du HTML5, CSS3, JavaScript, JQuery et Ajax
•	Maîtrise Responsive Web Design
•	Extrême rigueur et sens de l’organisation 
•	Sécurité des applications Web.
Autres Compétences : Très bonne communication, Organisation & Rigueur, Autonomie et Disponibilité",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8805479/DÃ©veloppeur-Fullstack-Java-Spring-Angular.html,13-09-2021
technicien en développement informatique,geo technologie et innovation,Fès,null,Bac plus 2,Informatique - Développement,"Spécilisée dans le domaine informatique
nous cherchons un technicien en développement informatique en urgence,ayant un bac + 2 minimum avec ou sans experience
envoyez vite vos CV",A discuter,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8805275/technicien-en-dÃ©veloppement-informatique.html,13-09-2021
RESPONSABLE TECHNICIEN(NE) HOTLINE,BENYTEC,Marrakech,null,Bac plus 4,Informatique - Développement,"Description du poste
BENNYTECH est un acteur majeur de la digitalisation des restaurants. Depuis 2016, nous équipons des milliers de restaurants grâce à nos solutions 360 : bornes de commandes, logiciels d’encaissements, Click&Collect, Data Analyse, etc. 
Afin de poursuivre notre croissance, nous recherchons un(e) Responsable technicien(ne) Hotline, vous aurez pour missions principales : 
- Manager l'activité support
- Faire évoluer votre équipe et son organisation
- Réaliser des rapports d'activité
- Intervenir en assistance aux utilisateurs 
- Traiter les demandes de support
- Préparation, installation et configuration du matériel informatique
- Suivi des comptes utilisateurs
- Assurer un soutien technique au service des opérationnels
- Adapter et mettre à jour la documentation utilisateur (procédure, manuel utilisateurs, ...)
Profil recherché
Actuellement étudiant(e) en formation de niveau Bac+3/Bac+5 en Informatique, vous disposez de connaissances de bases en IT et particulièrement en réseaux.
Connaissances exigées :
●	Mise en place d’équipements en réseau (switch, routeurs, etc.)
●	Connaissances en système d’exploitation (Windows, Ubuntu)
●	Connaissance en scripting BASH/BATCH
●	Rigoureux et organisé
●	Maitrise de la langue française 
●	Expériences en centre d’appel
Vous maîtrisez l’environnement poste de travail, vous avez le sens du relationnel et du service clients.
Informations utiles
• Localisation : Marrakech 
• Contrat : CDI • Fonction : Informatique - Systèmes/Réseaux
• Secteur : Restauration 

 est à pourvoir dès que possible.",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8805206/RESPONSABLE-TECHNICIEN(NE)-HOTLINE.html,13-09-2021
Technicien Informatique,Société Industrielle,Casablanca,null,Bac plus 2,Informatique - Systèmes/Réseaux,"Dans le cadre de renforcement de notre équipe technique, notre société est à la recherche d’un technicien en informatique bac +2, ayant une expérience dans le même domaine.

les personnes intéressées,merci de nous envoyer vos cv via maroc annonce",A discuter,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8749438/Technicien-Informatique.html,13-09-2021
Ingénieur Sécurité classification Data (RGPD),GSW,Casablanca,null,Bac plus 5,Informatique - Systèmes/Réseaux,Nous sommes à la recherche d'un profil ingénieur sécurité classification DATA RGPD dans les plus brefs délais (Maximum dans 1 mois),A discuter,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8804965/IngÃ©nieur-SÃ©curitÃ©-classification-Data-(RGPD).html,13-09-2021
Ingénieur SENIOR - Développement Informatique,sarl,Casablanca,null,Bac plus 5,Informatique - Développement,Nous cherchons des ingénieurs SENIOR pour développement informatique.Expérience : minimum 5 ans d'expérienceMerci d'envoyer votre CV et photo par e mail,CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8760750/IngÃ©nieur-SENIOR-DÃ©veloppement-Informatique.html,13-09-2021
Ingénieur - Développement Informatique,sarl,Casablanca,null,Bac plus 5,Informatique - Développement,Nous cherchons des ingénieurs JUNIOR en développement informatique.Expérience : minimum 1 annéeMerci d'envoyer votre CV avec photo par e mail,CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8760739/IngÃ©nieur-DÃ©veloppement-Informatique.html,13-09-2021
Chargé du Pôle TIC & Multimédia ,Confidentiel,Rabat,null,Bac plus 5,Informatique - Développement,"Nous recrutons pour le compte d'un établissement public sur Rabat un(e) Chargé du Pôle TIC & Multimédia avec un diplôme d'Ingénieur en informatique ou équivalent et une expérience de plus de10 ans dans un poste similaire <br>avoir les compétences suivantes :-	Connaissances techniques et fonctionnelles des métiers du développement, de l'exploitation et de l'administration des systèmes.<br>-	Vision et compréhension des technologies récentes (Internet, objets réutilisables, etc.).-	Maitrise des risques, normes et procédures (sécurité, qualité).<br>-	Connaissance des systèmes d'exploitation Windows et Linux.-	Connaissance des langages de programmation Web (HTML, MAL, PHP. etc.).<br>-	Connaissance d’un système de gestion de bases de données (SQL server, MySql).-	Connaissance de plateforme de formation à distance.<br>-	Maîtrise d’une méthode d'analyse informatique.-	Maîtriser des outils de gestion de projet.<br>-	Connaissance des techniques de production de contenus pédagogiques<br>",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8788895/ChargÃ©-du-PÃ´le-TIC-et-MultimÃ©dia.html,13-09-2021
Ingénieur Réseau Sécurité Nokia/Huawei,Smart HR,Temara,null,Bac plus 5,Informatique - Systèmes/Réseaux,"SS2i recherche des ingénieurs Réseau Sécurité 
Mots clés : Routeur Nokia/Huawei, PE, collecte access fixe, BNG (Broadband Network Gateway) MPLS, VPLS, PPP, BGP, L2VPN, ISIS, Multicast",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8804826/IngÃ©nieur-RÃ©seau-SÃ©curitÃ©-NokiaHuawei.html,13-09-2021
Développement Windev,DVH,Casablanca,null,Pas important,Informatique - Développement,"Société cherches des développeurs maitrisant les produits
windev, webdev, windev mobile
Prestashop, sql server",A discuter,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8804544/DÃ©veloppement-Windev.html,13-09-2021
Cherche Formateur d'Informatique,Centre de Formation,Casablanca,null,Bac plus 4,Informatique - Systèmes/Réseaux,"Nous sommes à la recherche des formateurs de réseau informatique, télécommunication, et développementqualités pédagogiques, sens de l'organisation et la rigueur sont les éléments indispensables.vous pouvez :• concevoir, préparer et animer l'action de formation ? partir d'un référentiel et de supports• accompagner les stagiaires dans l'apprentissage, des réseaux et des télécommunications• évaluer les acquis des stagiaires en formation Expérience exigé?, prière d'envoyer vos CV",CDD,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8804780/Cherche-Formateur-dInformatique.html,13-09-2021
Stagiaire technicien en informatique à Bouznika,Confidentiel,Bouznika,null,Bac plus 2,Informatique - Systèmes/Réseaux,"Nous sommes à la cherche d’un technicien en Systèmes et Réseaux Informatique pour un stage pré-embauche :<br>Missions : <br>• Assurer un support technique auprès des utilisateurs• Assurer la gestion du parc informatique de l’entreprise <br>• Diagnostiquer et résoudre les problèmes sur les postes de travail• Suivre et organiser le suivi des pannes et des interventions auprès des utilisateurs Au niveau de la maintenance <br>• Suivre et faire évoluer les systèmes d’exploitation• Participer au câblage du réseau <br>• Diagnostiquer et résoudre les problèmes du réseau informatique.<br>Profil recherché :• Le candidat doit avoir un DUT, un bac +2 ou plus 3, spécialité : informatique ou réseau informatique. <br>• Une première expérience dans des stages est souhaitable.Compétences requises :<br>• Connaissances des architectures réseaux (LAN, WAN, VLAN, WIFI …) ;• Connaissances des systèmes d’exploitation Windows, Linux ; <br>• Bonne maîtrise des outils informatiques ;• Bon niveau en Français ;<br>• Esprit d’équipe et bon sens relationnel<br>Stage basé à Bouznika.<br>Si vous êtes intéressé merci de nous faire parvenir vos CVs.<br>Bon courage.",Stage,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8802107/Stagiaire-technicien-en-informatique-Ã -Bouznika.html,13-09-2021
Développeur.NET Débutant,NT CONSULTING,Casablanca,null,Bac plus 5,Informatique - Développement,"Nous recrutons un #Développeur.NET débutant pour rejoindre notre équipe IT sur #Casablanca,#Profil:- De formation Bac+5 ingénieur informatique-Bonne maîtrise de langage de programmation .NET- Maîtrise du Français ( Oral/écrit) ,Merci de nous faire parvenir vos candidatures en mentionnant comme objet ""D-NET""",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8788891/DÃ©veloppeurNET-DÃ©butant.html,13-09-2021
Développeur.NET / Core,NT CONSULTING,Casablanca,null,Bac plus 5,Informatique - Développement,"Bonjour,Nous recrutons un #Développeur.NET/.NET Core pour rejoindre notre équipe IT sur Casablanca,#CompétencesTechniques :- .Net Framework / Core / C# (*)- jQuery / Bootstrap- SQL (*)- SQLite- Transact-SQL (*)- Visual Studio 17/19 (*)- Azure DevOps / Git (*)- Swagger(*)- Javascript/CSS/HTML- Web API / REST (*)- NUnit / MSTest / XUnit- PostMan (*)- SonarQube- Intégration / Déploiement continu(*)(*) Obligatoire#Profil:- De formation Bac+5 avec 2 à 3 ans d'expériences dans un poste similaire ,- Maîtrise du Français ( Oral/écrit) ,Merci de nous faire parvenir vos candidatures àen mentionnant comme objet ""D-NET""",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8766270/DÃ©veloppeurNET-Core.html,13-09-2021
leader developer,NT CONSULTING,Casablanca,null,Bac plus 5,Informatique - Développement,"Bonjour cher réseau,<br><br>Nous recrutons pour notre client , un #Lead_developer<br><br>#Profil:<br>- De formation Bac+5 avec plus de 7 ans d'expériences dans un poste similaire ,<br>- Maîtrise du Français ( Oral/écrit) ,<br>- Vous disposez d'excellentes qualités relationnelles, avec l'esprit d'équipe et le sens du service.<br>-Manager son équipe : accompagner les développeurs, résoudre les problèmes, les faire monter en compétences<br>- Etre le référent en matière de code, mettre en place de bonnes pratiques, et vérifier les actions menées par son équipe<br><br><br>#CompétencesTechniques :<br>.Net Framework / Core / C# <br>- jQuery / Bootstrap<br>- SQL<br>- Transact-SQL <br>- Visual Studio 17/19 <br>- Azure DevOps / Git <br>- Javascript/CSS/HTML<br>- Web API / REST <br>- PostMan<br>- Intégration / Déploiement continu<br><br><br>Merci de nous faire parvenir vos candidatures à<br>en mentionnant comme objet ""Lead developer""",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8767772/leader-developer.html,13-09-2021
Développeur PHP Full Stack,NT CONSULTING,Fès,null,Bac plus 5,Informatique - Développement,"Bonjour cher réseau,Nous recrutons pour notre client basé sur #Fès, opérant dans le secteur automobile,Un #Développeur_PHP_Full_Stack_Sénior#Profil:- Diplômé Bac+5, spécialisé en informatique avec minimum #3ans d'expérience sur les technologies #PHP.#Missions:-Conception et mise en place de l’architecture des applications-Développement des fonctionnalités-Maintenance et Evolution d’applications web basées sur #PHP-Montage et intégration de maquettes en utilisant les langages de développement appropriés-Optimisation des performances-La rédaction des scenarios de tests et de la documentation technique #Compétences_requises:- Solides compétences en PHP (5 et +) , HTML5 / CSS3, Responsive Design, JavaScript / JQuery- Bonne connaissance en Framework, tel que : Zend, Symfony…- Connaissance des méthodologies de gestion de projet, spécialement la méthode Agile- Bonne communication en Français, et Anglais Technique#Compétences_appréciées :- Bonne connaissance du framework Zend1- Connaissance en d’autres langages de développement : Symfony2+, Angular 4+,Java …- Sécurité des applications Web (Injection SQL, connexions certifiées…) Merci d'envoyer vos candidatures, en mentionnant comme objet : Développeur PHPBon courage !",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8763600/DÃ©veloppeur-PHP-Full-Stack.html,13-09-2021
Consultant technico-fonctionnel SAP ABAP - Casabla,Multinationale Française,Casablanca,null,Bac plus 5,Informatique - Développement,"Poste :Dans le cadre du renforcement de l'équipe Développement, nous recrutons un Consultant technico-fonctionnel SAP ABAP dont les principales missions s'articulent autour des axes suivants:- Réaliser les développements sur SAP ECC en ABAP- Participer à la rédaction des spécifications fonctionnelles et techniques- Veiller à la mise à jour et à l'application des bonnes pratiques- Participer aux phases d'étude, d'arbitrage et de de conception- Assurer la maintenance applicative corrective- Participer aux chantiers transverses de veille technologique et aux études de faisabilité (POC).Profil recherché :Formation d'ingénieur d'état en informatique (BAC+5), avec plus de 3 ans d'expérience sur le développement SAP ABAP.Bonne connaissance de l'ABAP Orienté Objet.La maîtrise fonctionnelle des modules suivants est un plus: PS, CO, FI, MM, SD, WorkflowExcellente communication en français à l'écrit comme à l'oralAutonomieCuriosité, proactivité, force de propositionMéthodique / OrganiséRigueur, souci de la qualitéBonnes capacité d’analyse et de rédactionSens du serviceBon relationnelExpérience en mode offshore",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8804482/Consultant-technico-fonctionnel-SAP-ABAP-Casabla.html,13-09-2021
Consultant Sage,LARMO CMF,Casablanca,null,Bac plus 3,Informatique - Développement,"Bonjour, Dans le cadre d'une mission pour un client, nous recrutons un consultant SAGE X3 pour l'assistance technique au niveau de l'installation et mise en oeuvre du système.",CDD,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8804436/Consultant-Sage.html,13-09-2021
TECHNICIEN HOTLINE ,BENYTEC,Marrakech,null,Bac plus 3,Informatique - Développement,"BENYTECH est un acteur majeur de la digitalisation des restaurants. Depuis 2016, nous équipons des milliers de restaurants grâce à nos solutions 360 : bornes de commandes, logiciels d’encaissements, Click&Collect, Data Analyse, etc.Afin de poursuivre notre croissance, nous recherchons un(e) technicien(ne) en tant que technicien(ne) Hotline, vous aurez pour missions principales :- Intervenir en assistance aux utilisateurs- Traiter les demandes de support- Préparation, installation et configuration du matériel informatique- Suivi des comptes utilisateurs- Assurer un soutien technique au service des opérationnels- Adapter et mettre à jour la documentation utilisateur (procédure, manuel utilisateurs, ...)Profil recherchéActuellement étudiant(e) en formation de niveau Bac+2/Bac+3 en Informatique, vous disposez de connaissances de bases en IT et particulièrement en réseaux.Connaissance exigées :● Mise en place d’équipements en réseau (switch, routeurs, etc.)● Connaissances en système d’exploitation (Windows, Ubuntu)● Connaissance en scripting BASH/BATCH● Rigoureux et organisé● Maitrise de la langue française● Expériences en centre d’appelVous maîtrisez l’environnement poste de travail, vous avez le sens du relationnel et du service clients.Informations utiles• Localisation : Marrakech• Contrat :CDI• Niveau de qualification : Technicien Bac +2, Bac +3• Fonction : Informatique - Systèmes/Réseaux• Secteur : Restaurationest à pourvoir dès que possible.",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8804320/TECHNICIEN-HOTLINE.html,13-09-2021
Graphiste designer,MY WALL,Casablanca,null,Pas important,Informatique - Webdesign/Infographie,"Société recherche graphiste designer. Si vous avez un esprit créatif et d'initiative alors envoyez nous votre Cv, profil francophile souhaitée.",A discuter,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8613098/Graphiste-designer.html,13-09-2021
BARRISTA SERVEUR,cafe snack,Marrakech,null,Pas important,Cuisinier/Serveur(se)/Femme ménage/Nounou,Nous cherchons pour le compte d'un café un barrista café ayant une expérience minimum d'une année,CDD,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8803548/BARRISTA-SERVEUR.html,12-09-2021
Offre stage de pré-embauche en réseau informatique,GBS,Casablanca,null,Pas important,Informatique - Systèmes/Réseaux,"Société basée sur Casablanca est à la recherche d'un technicien réseau informatique ayant des connaissances en installation et maintenance informatique pour un stage de pré-embauche.
Merci d'envoyer votre cv via marocannonces.com",A discuter,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8803305/Offre-stage-de-prÃ©-embauche-en-rÃ©seau-informatique.html,11-09-2021
Graphic designer/ Infographiste,Lopty,Fès,null,Bac plus 2,Informatique - Webdesign/Infographie,"Au sein de notre équipe, nous aurons besoin d'un/une infographiste qui assurera notre présence en ligne et dont les principales missions seront : 

•Création de contenus pour pages Instagram et contenu de Publicités en ligne,
•Réalisation de montages vidéo.

Un goût pour le design Une bonne maitrise des outils de création de contenus (Photoshop, AI, et Premiere pro...).

Merci de nous envoyer votre CV ainsi que Portfolio.",A discuter,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8802889/Graphic-designer-Infographiste.html,11-09-2021
 Web Developer,Profonde Solution,Marrakech,null,Pas important,Informatique - Développement,"Vous êtes compétent dansle domainedéveloppement web et capable de travailler en équipe, pour réaliser des projets innovants:Qualifications :Maîtrise des technologies Web : PHP(Laravel), Python(Django), JavaScript(svelte),DB(MySQL & Postgresql)Soft Skills: Capacité à organiser et à hiérarchiser le travail.",CDI,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8802741/Web-Developer.html,11-09-2021
INFOGRAPHISTE,AL MISBAH INFORMATIQUE,Casablanca,null,Bac plus 2,Informatique - Webdesign/Infographie,"Bonjour,Nous sommes à la recherche d'un infographiste avec disponibilité immédiate.Profil:- Photoshop- Illustrator- Création de toutes sortes de publicité: logo, flyer, catalogue, bannières web, etc.POSTE BASE A HAY AL ZHAR BERNOUSSI CASABLANCA.Cadre de travail:Vous allez être encadré par des personnes compétentes, agréables, à l'américaineProcédure de recrutement:Parce que nous avons plusieurs critères de sélections, et parce que nous ne recrutons que les personnes compétentes, voici notre charte de recrutement:- Période de Test d'adaptation -durée [1 semaine] - rémunération: Aucune.- Période de Test -durée [2 mois] - rémunération: 1000 DH / mois.- Période près-embauche - durée [4 mois] - rémunération: 2000 DH / mois.- Embauche contrat CDI avec avantages sociaux et salaire à négocier.NOMBRE POSTES DISPONIBLES 1NE POSTULEZ SI VOUS N'ACCEPTER PAS NOS CONDITIONS, OU SI VOUS N'AVEZ PAS LE PROFIL NECESSAIRE.Merci et bon courage",CDD,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8802711/INFOGRAPHISTE.html,11-09-2021
Stage Rémunéré Commerciale / Assistante Marketing,Technopek,Agadir,null,Niveau Bac,Commercial IT/Agence Com,"TechnoPek spécialisée dans l'activité digitale et informatique, recherche pour son siège social des commerciaux pour un stage.Tâches : Sous la responsabilité du chef de service, vous vous occuperez de la réalisation des projets en équipe tel que la prospection de nouveaux clientsProfil souhaité : Titulaire d'un Bac+3, avec une expérience professionnelle datant d'au moins 6 mois dans un poste similaire.Si vous avez une expérience longue durée dans le domaine commerciale, vous aurez 2 semaines de test.Votre aisance relationnelle, votre dynamisme et votre polyvalence vous permettront d'être rapidement autonome.les principales missions :- commercialisation et présentation d’un projet startup pour une clientèle ciblée.- prospection telephonique- la coordination avec les différents acteurs (agence de communication, fournisseurs, collaborateurs)- la collaboration dans la création des supports de communication- la réalisation des actions marketing et suivi du budget- le reporting commercialProfil rechercherPrésentable et organisé avec une excellente maîtrise de la communication FR EN AR.Rémunération en fonction des résultats.Poste basé à Agadir, Hay SalamMerci de joindre votre CV, si vous souhaitez être contacter",Stage,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8802632/Stage-RÃ©munÃ©rÃ©-Commerciale-Assistante-Marketing.html,11-09-2021
Stage pré-embauche Web designer,Technopek,Agadir,null,Bac plus 2,Commercial IT/Agence Com,"TechnoPek spécialisée dans l'activité digitale et informatique, recherche pour son siège social un webdesigner pour un stage pré-embauche.Intégré(e) à l’équipe marketing, vous participerez au développement de plusieurs axes:Amélioration de la charte graphiqueGestion globale de l'identité graphique de l’agence ainsi que ses clientsCréation et réalisation de visuels pour les réseaux sociaux et les sites webProduire et améliorer les différents contenus visuels et templates existantCréation et mise en page d’outils de communication adaptés : emails, newsletter...Création graphique sur certaines lignes de produits et servicesRéalisation de montages vidéoPROFIL RECHERCHÉBac+2 Graphisme / Webdesign / Communication visuelleUne première expérience significative dans le domaine du graphisme est un plusMaîtrise des logiciels et outils informatiques graphistes (Photoshop, Illustrator, InDesign, etc)Maîtrise des logiciels de montage vidéoRigueur, autonomie, créatif et force de propositionLa maîtrise de l'UX design est un plus",Stage,https://www.marocannonces.com/categorie/309/Offres-emploi/annonce/8802627/Stage-prÃ©-embauche-Web-designer.html,11-09-2021
